temporal_weight,split,num_sequences,num_frames,psnr,ssim,sharpness,tde,fugr_psnr,fugr_ssim,fugr_sharpness,fugr_tde,delta_psnr_vs_fugr,delta_ssim_vs_fugr,delta_tde_vs_fugr
-1.0,train,5,20,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,0.0,0.0,0.0
-1.0,test,5,20,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,0.0,0.0,0.0
7.0,train,5,20,28.44198956189002,0.8019094437360763,0.0015436100627994164,0.03659658754865328,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,0.01979121265393502,0.0009668072064717981,-3.9387370149295e-05
7.0,test,5,20,30.588462915006136,0.828366294503212,0.0010997662786394358,0.030683507956564427,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,0.015394602216133535,0.0007286568482717248,-3.417953848838806e-06
