temporal_weight,split,num_sequences,num_frames,psnr,ssim,sharpness,tde,fugr_psnr,fugr_ssim,fugr_sharpness,fugr_tde,delta_psnr_vs_fugr,delta_ssim_vs_fugr,delta_tde_vs_fugr
-1.0,train,5,20,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,0.0,0.0,0.0
-1.0,test,5,20,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,0.0,0.0,0.0
2.0,train,5,20,28.441976767910397,0.801666846871376,0.0015511629724642261,0.03658891208469868,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,0.019778418674313514,0.0007242103417715029,-4.7062834103897555e-05
2.0,test,5,20,30.585948323898613,0.8281335264444352,0.0010997499746736139,0.030678966020544367,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,0.012880011108610034,0.0004958887894949138,-7.959889868899145e-06
3.0,train,5,20,28.442476516873334,0.8017218748728435,0.0015557402017293497,0.036586278428634,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,0.020278167637250988,0.0007792383432390082,-4.969649016857425e-05
3.0,test,5,20,30.585795695744945,0.8281884531180064,0.001102335428004153,0.03067989045133193,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,0.012727382954942357,0.0005508154630661233,-7.035459081334433e-06
5.0,train,5,20,28.443128877792923,0.8018245995044708,0.0015555848076473922,0.03658616865674654,28.422198349236083,0.8009426365296045,0.0015015779616078361,0.03663597491880258,0.02093052855683908,0.0008819629748663127,-4.9806262056036055e-05
5.0,test,5,20,30.5868808510268,0.8282908449570338,0.0011029979592422023,0.030678888596594338,30.573068312790003,0.8276376376549403,0.0010731067653978244,0.030686925910413266,0.013812538236798844,0.0006532073020935059,-8.03731381892811e-06
