frame,alpha_mean,alpha_max,disagreement_mean,temporal_risk_mean,BasicVSR_psnr,BasicVSR_ssim,BasicVSR_sharp,VSRGAN_psnr,VSRGAN_ssim,VSRGAN_sharp,RGB-Hybrid_psnr,RGB-Hybrid_ssim,RGB-Hybrid_sharp,FUGR-no-temporal_psnr,FUGR-no-temporal_ssim,FUGR-no-temporal_sharp,FUGR-temporal_psnr,FUGR-temporal_ssim,FUGR-temporal_sharp
00000033.png,0.015339463949203491,0.12858250737190247,0.027229994535446167,0.01912827417254448,27.102237665422464,0.7600628534952799,0.0015257162740454078,24.73390412335,0.6698282559712728,0.005741560366004705,27.104561991240402,0.7600863178571066,0.0015351626789197326,27.108715242799626,0.7602062424023946,0.0015690256841480732,27.10638401952953,0.7601608832677206,0.001549039501696825
00000034.png,0.015547530725598335,0.14356501400470734,0.027079598978161812,0.018717622384428978,27.04686273950399,0.7619566520055135,0.0015470922226086259,24.742398868782054,0.6731935739517212,0.005642622709274292,27.049564340443354,0.7619749704996744,0.00155533105134964,27.056500777865576,0.7621386845906576,0.0015871800715103745,27.051593183124105,0.762062132358551,0.0015698609640821815
00000035.png,0.01567682810127735,0.1548163890838623,0.026898836717009544,0.018803870305418968,26.965362040035433,0.7632319331169128,0.0015740261878818274,24.713004403805474,0.675140897432963,0.005692992825061083,26.9686125936039,0.7632558743158976,0.0015822044806554914,26.97434810873595,0.7633887529373169,0.0016146865673363209,26.970348761054872,0.7633373737335205,0.0015966184437274933
00000036.png,0.015341152437031269,0.14141620695590973,0.026688072830438614,0.01897239126265049,27.14950925007731,0.7674731810887655,0.001598714734427631,24.79008695541781,0.6781619588534037,0.005646117962896824,27.15143419953396,0.7674629290898641,0.0016068159602582455,27.157119063868112,0.7675956090291342,0.0016388961812481284,27.153582083840398,0.7675502697626749,0.0016204785788431764
00000037.png,0.015343704260885715,0.14062745869159698,0.026362141594290733,0.01880479045212269,27.055204067337513,0.7640297810236613,0.0015817410312592983,24.79040352160199,0.675016442934672,0.00565761374309659,27.0583196996637,0.7640345692634583,0.001590896979905665,27.068317331609073,0.7642233570416769,0.0016198995290324092,27.060436914316423,0.7641234795252482,0.0016038957983255386
00000038.png,0.015330228954553604,0.1459774523973465,0.026739206165075302,0.019036144018173218,27.091970722059347,0.7712127367655436,0.0015487850178033113,24.783967657533204,0.6813482642173767,0.0057191695086658,27.0950905781152,0.7712300022443136,0.0015576067380607128,27.103210632479588,0.7714126904805502,0.0015900898724794388,27.09720377338549,0.7713142236073812,0.001571091590449214
00000039.png,0.015088160522282124,0.13131575286388397,0.027308864519000053,0.019129469990730286,27.17239146630646,0.7795285582542419,0.0015671696746721864,24.769260512526635,0.6878777543703715,0.005830423440784216,27.17584986811947,0.7795476317405701,0.0015757145592942834,27.184187511675503,0.779722273349762,0.0016095724422484636,27.177721591868952,0.7796284357706705,0.0015894487733021379
00000040.png,0.015122798271477222,0.13667374849319458,0.027497459203004837,0.018182018771767616,27.074703229501473,0.7797528505325317,0.0015793204074725509,24.69813072367081,0.6886268059412638,0.005917990580201149,27.07829829901457,0.779775857925415,0.0015883217565715313,27.086796962570972,0.7799657384554545,0.0016240791883319616,27.080211036319994,0.7798623045285543,0.0016022652853280306
00000041.png,0.015154487453401089,0.1354602724313736,0.02725374884903431,0.01800115406513214,27.148204400326506,0.7809593876202902,0.001564093865454197,24.784397270511874,0.6897668441136678,0.005714598577469587,27.15203247698527,0.7809596459070841,0.0015714499168097973,27.160563742784962,0.7811432679494222,0.0016037598252296448,27.1538779473277,0.7810519337654114,0.0015853838995099068
00000042.png,0.014723101630806923,0.12817978858947754,0.026516973972320557,0.01876816153526306,27.30094842768084,0.7824588815371195,0.001536137075163424,24.898752358034116,0.6918617884318033,0.005621938034892082,27.30353404514261,0.7824519077936808,0.0015428485348820686,27.310370877470337,0.7826225161552429,0.0015719516668468714,27.305246322128003,0.7825461427370707,0.0015560808824375272
