split,sequence,frame,method,psnr,ssim,sharpness,edge_psnr,flat_psnr,hf_mae
all40,010,00000060,FreqFusion-selected-b0.60-s0.4,30.920382036904975,0.8671315511067709,0.0006859271670691669,25.216815492374117,35.86371985132514,0.009430132806301117
all40,010,00000080,FreqFusion-selected-b0.60-s0.4,31.28327850350173,0.8778262138366699,0.000714485882781446,25.465463166507753,36.57798077110949,0.009092260152101517
all40,011,00000020,FreqFusion-selected-b0.60-s0.4,24.565103991005557,0.6895314256350199,0.00196800846606493,20.774362176598515,26.42556621968881,0.025866148993372917
all40,011,00000040,FreqFusion-selected-b0.60-s0.4,23.89020904125354,0.658615251382192,0.00198272243142128,20.34770036875521,25.534549692875444,0.028565507382154465
all40,011,00000060,FreqFusion-selected-b0.60-s0.4,22.9876197686161,0.6162057717641195,0.0019251542398706079,19.8157476033157,24.348332122317263,0.032628435641527176
all40,011,00000080,FreqFusion-selected-b0.60-s0.4,22.74172044713554,0.6178437868754069,0.0017618988640606403,19.436853207369175,24.199404873617006,0.03316991776227951
all40,018,00000020,FreqFusion-selected-b0.60-s0.4,23.88998615836916,0.5944520433743795,0.001577788614667952,20.945540971715104,25.096017677174164,0.030991381034255028
all40,018,00000040,FreqFusion-selected-b0.60-s0.4,24.444203928000896,0.6186147332191467,0.0014275148278102279,21.324303776902767,25.768283612763383,0.028271984308958054
all40,018,00000060,FreqFusion-selected-b0.60-s0.4,24.86854316401473,0.6432312925656637,0.0014014090411365032,21.544593083932646,26.34042298316148,0.02606363035738468
all40,018,00000080,FreqFusion-selected-b0.60-s0.4,25.332874711212302,0.6448706984519958,0.001270084991119802,22.041443743945326,26.780470291776922,0.02497047372162342
all40,020,00000020,FreqFusion-selected-b0.60-s0.4,28.385542198499717,0.8056586782137553,0.0009123591589741409,23.116545386508317,32.269381204824676,0.014285732060670853
all40,020,00000040,FreqFusion-selected-b0.60-s0.4,26.864006570161646,0.781654159228007,0.0012285432312637568,21.699458418968234,30.540577764305805,0.017194194719195366
all40,020,00000060,FreqFusion-selected-b0.60-s0.4,27.037843108099857,0.7768165071805319,0.0011002370156347752,21.927324954042675,30.61270095734281,0.017085546627640724
