candidate,weight
Lambda-0.85,0.14347118266121067
Lambda-0.95,0.047993343670157534
Lambda-1.05,-0.02975117619924832
Lambda-1.20,-0.11839085325748387
ResidualAtten-t0.020-g0.95,0.13450266964974422
ResidualAtten-t0.010-g0.95,0.16749286427815205
ResidualMedian-b0.25,-1.0837615738386541
ResidualClip-c1.20,0.19201482902491723
